date,code,open,high,low,close,preclose,volume,amount,adjustflag
2020-01-02,sz.002594,47.6900,48.4700,47.5100,48.1700,47.6700,15934570,765516493.1500,3
2020-01-03,sz.002594,48.2000,48.9900,47.6800,48.0400,48.1700,12993607,628361961.3700,3
2020-01-06,sz.002594,47.3900,49.1900,47.1900,48.2800,48.0400,16987138,822172472.9800,3
2020-01-07,sz.002594,48.3100,48.5000,47.7700,48.0500,48.2800,9340058,449013435.6700,3
2020-01-08,sz.002594,47.5500,48.3500,47.1500,47.2800,48.0500,11097445,529249404.0700,3
2020-01-09,sz.002594,47.7500,48.2000,47.3800,47.6500,47.2800,8921700,425352462.6000,3
2020-01-10,sz.002594,47.6600,47.6600,46.6100,46.9200,47.6500,10929463,512929719.0800,3
2020-01-13,sz.002594,51.6100,51.6100,50.5100,51.6100,46.9200,51882759,2662873914.8000,3
2020-01-14,sz.002594,55.0000,55.9900,53.0000,53.4400,51.6100,61497596,3356918724.9100,3
2020-01-15,sz.002594,54.0100,54.7500,52.2800,53.3100,53.4400,29870523,1594534514.3000,3
2020-01-16,sz.002594,53.4900,54.5400,51.7800,54.0900,53.3100,33573707,1778235678.3600,3
2020-01-17,sz.002594,53.8600,59.5000,53.2000,57.9500,54.0900,53060038,3022542423.3600,3
2020-01-20,sz.002594,57.3000,59.9000,56.5000,58.7600,57.9500,30077562,1742179866.5400,3
2020-01-21,sz.002594,57.7200,57.7300,56.5500,56.7200,58.7600,20383657,1161444870.5400,3
2020-01-22,sz.002594,56.5000,60.5000,56.1000,59.2700,56.7200,32797995,1927419433.5500,3
2020-01-23,sz.002594,57.9900,61.8800,57.5100,59.8300,59.2700,29158496,1735366427.8700,3
2020-02-03,sz.002594,53.8500,54.4800,53.8500,53.8500,59.8300,10039800,540735185.5300,3
2020-02-04,sz.002594,54.0000,57.5000,54.0000,56.3600,53.8500,36777530,2057907669.3000,3
2020-02-05,sz.002594,57.7000,62.0000,56.9900,60.8100,56.3600,44623025,2698234964.6800,3
2020-02-06,sz.002594,58.4500,60.8500,58.4000,60.7500,60.8100,30113181,1792085752.6200,3
2020-02-07,sz.002594,60.7400,60.7400,56.6600,57.9000,60.7500,32128159,1868897083.3800,3
2020-02-10,sz.002594,59.2000,63.3600,58.8500,60.9300,57.9000,35279646,2143782477.4700,3
2020-02-11,sz.002594,60.0000,60.1200,58.2800,59.0400,60.9300,19617574,1162310506.2400,3
2020-02-12,sz.002594,59.0400,60.6000,58.3500,59.1900,59.0400,19745556,1171671704.8500,3
2020-02-13,sz.002594,58.5000,60.1300,57.5000,57.5500,59.1900,23694703,1387055829.5900,3
2020-02-14,sz.002594,57.5600,57.9000,56.4400,56.9000,57.5500,21117383,1205977325.2900,3
2020-02-17,sz.002594,56.9100,58.5600,56.9100,58.4800,56.9000,20988900,1215249654.9100,3
2020-02-18,sz.002594,57.8000,60.0000,57.7700,59.4700,58.4800,22836532,1350970758.8600,3
2020-02-19,sz.002594,64.4700,64.4800,61.6600,61.9100,59.4700,43747653,2773613068.1100,3
2020-02-20,sz.002594,63.1700,68.1000,63.1100,68.1000,61.9100,64939094,4366081680.3500,3
2020-02-21,sz.002594,67.0000,68.2700,65.6800,67.5000,68.1000,45518916,3046190980.6700,3
